Location name,Lat (GDA94),Long (GDA94),Survey date,Depth (m),Chlorophyll a (ug/L),Secchi depth (metres),Total N (mg/L),Ammonia (mg/L),Organic N (mg/L),NOx (mg/L),DO (mg/L),DO saturation (%),pH (Unit),Pheopigments (ug/L),FRP (mg/L),Total P (mg/L),Salinity (g/L),Conductivity (mS/cm),Temp (deg C),Turbidity (NTU)
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-02-02,2.0,-,-,-,-,-,-,5.8,91.5,8.11,-,-,-,33.92,51.76,29.29,2.55
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-02-02,4.0,-,-,-,-,-,-,5.78,91.0,8.11,-,-,-,33.94,51.8,29.29,3.37
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-02-02,0.2,1.534289,1.3,0.25,0.009,0.239,0.002,5.69,89.5,7.96,0.05,0.005,0.015,31.45,48.43,29.97,3.79
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-02-02,2.0,-,-,-,-,-,-,5.72,90.1,7.97,-,-,-,31.54,48.55,30.04,4.01
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-02-02,4.0,-,-,-,-,-,-,5.81,91.5,7.98,-,-,-,31.64,48.69,30.1,4.62
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-02-02,0.2,4.383684,0.8,0.35,0.002,0.346,0.002,6.18,95.6,7.74,1.242044,0.047,0.066,25.78,40.57,30.93,5.31
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-02-02,2.0,-,-,-,-,-,-,4.97,76.8,7.73,-,-,-,25.78,43.57,30.17,7.73
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-02-02,0.2,3.506947,0.9,0.42,0.007,0.411,0.002,4.54,68.8,7.47,0.891349,0.049,0.1,23.12,36.78,30.56,5.16
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-02-02,2.0,-,-,-,-,-,-,4.03,61.0,7.44,-,-,-,23.58,37.42,30.34,7.89
Hays Inlet Hornibrook Highway bridge (EHMP) SITE 900,-27.26433,153.07996,2023-02-07,0.2,1.461228,1,0.27,0.005,0.263,0.002,7.0,108.7,8.13,0.64842,0.003,0.018,34.49,52.49,28.22,4.04
Hays Inlet Hornibrook Highway bridge (EHMP) SITE 900,-27.26433,153.07996,2023-02-07,2.0,-,-,-,-,-,-,6.98,108.4,8.13,-,-,-,34.48,52.49,28.21,5.77
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-02-07,0.2,1.688721,0.1,0.22,0.009,0.209,0.002,6.33,98.6,8.13,0.503139,0.007,0.014,34.66,52.73,28.28,2.5
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-02-07,2.0,-,-,-,-,-,-,6.33,98.5,8.13,-,-,-,34.66,52.73,28.29,4.0
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-02-07,3.0,-,-,-,-,-,-,6.32,98.3,8.13,-,-,-,34.66,52.73,28.28,4.0
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-02-07,0.2,1.607351,1.6,0.21,0.011,0.19699999999999998,0.002,6.34,99.0,8.18,0.05,0.004,0.019,34.7,52.78,28.44,1.48
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-02-07,2.0,-,-,-,-,-,-,6.35,99.1,8.18,-,-,-,34.7,52.78,28.45,1.58
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-02-07,4.0,-,-,-,-,-,-,6.32,98.7,8.18,-,-,-,34.7,52.79,28.44,2.11
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-02-07,4.5,-,-,-,-,-,-,6.3,98.3,8.18,-,-,-,34.7,52.79,28.44,1.89
Hays Inlet Hornibrook Highway bridge (EHMP) SITE 900,-27.26433,153.07996,2023-03-02,0.2,2.603069,2.2,0.22,0.016,0.202,0.002,5.57,84.1,8.16,0.05,0.007,0.005,34.77,52.81,26.44,1.83
Hays Inlet Hornibrook Highway bridge (EHMP) SITE 900,-27.26433,153.07996,2023-03-02,2.0,-,-,-,-,-,-,5.55,83.9,8.16,-,-,-,34.79,52.82,26.44,1.74
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-03-02,0.2,3.054077,2.6,0.2,0.006,0.192,0.002,5.89,89.3,8.21,0.354933,0.004,0.005,34.91,53.0,26.63,0.53
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-03-02,2.0,-,-,-,-,-,-,5.88,89.3,8.22,-,-,-,34.94,53.04,26.64,0.59
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-03-02,3.0,-,-,-,-,-,-,5.89,89.3,8.22,-,-,-,34.98,53.1,26.64,0.58
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-03-02,0.2,3.167256,1.9,0.22,0.006,0.212,0.002,5.91,90.1,8.25,0.331702,0.004,0.005,35.06,53.21,26.84,1.7
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-03-02,2.0,-,-,-,-,-,-,5.91,90.0,8.25,-,-,-,35.06,53.21,26.84,1.7
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-03-02,4.0,-,-,-,-,-,-,5.89,89.7,8.26,-,-,-,35.06,53.21,26.83,1.85
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-03-02,5.0,-,-,-,-,-,-,5.87,89.4,8.26,-,-,-,35.06,53.22,26.82,1.99
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-03-06,0.2,2.375877,2.6,0.28,0.002,0.276,0.002,6.42,97.2,8.11,1.850386,0.008,0.079,34.62,52.61,26.64,1.21
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-03-06,2.0,-,-,-,-,-,-,6.41,97.0,8.12,-,-,-,34.64,52.63,26.64,1.34
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-03-06,4.0,-,-,-,-,-,-,6.4,97.0,8.11,-,-,-,34.63,52.62,26.63,1.36
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-03-06,0.2,1.073054,2.2,0.29,0.006,0.282,0.002,6.35,95.5,7.98,0.05,0.008,0.061,33.17,50.65,26.76,2.52
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-03-06,2.0,-,-,-,-,-,-,6.36,95.7,7.98,-,-,-,33.15,50.62,26.77,2.33
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-03-06,4.0,-,-,-,-,-,-,6.34,95.4,7.97,-,-,-,33.16,50.64,26.76,2.59
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-03-06,0.2,5.117643,1,0.43,0.008,0.42,0.002,6.98,104.4,7.8,0.05,0.01,0.099,27.9,43.44,28.16,5.29
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-03-06,2.0,-,-,-,-,-,-,6.23,92.2,7.79,-,-,-,29.48,45.6,26.95,4.73
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-03-06,3.0,-,-,-,-,-,-,6.11,90.4,7.79,-,-,-,30.02,46.34,26.82,5.95
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-03-06,0.2,6.27324,1,0.41,0.011,0.39699999999999996,0.002,6.71,98.9,7.65,0.05,0.012,0.1,24.46,38.61,28.42,5.01
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-03-06,2.0,-,-,-,-,-,-,6.28,92.4,7.63,-,-,-,25.35,39.85,28.06,6.72
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-03-06,3.5,-,-,-,-,-,-,6.29,92.6,7.63,-,-,-,25.33,39.83,28.11,12.3
Hays Inlet Hornibrook Highway bridge (EHMP) SITE 900,-27.26433,153.07996,2023-05-02,0.2,2.831478,1.9,0.24,0.002,0.236,0.002,7.31,100.3,8.15,1.958181,0.002,0.005,34.26,51.98,21.07,1.35
Hays Inlet Hornibrook Highway bridge (EHMP) SITE 900,-27.26433,153.07996,2023-05-02,2.0,-,-,-,-,-,-,7.31,100.2,8.15,-,-,-,34.24,51.96,20.98,1.47
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-05-02,0.2,2.684216,3.5,0.18,0.002,0.176,0.002,7.24,99.6,8.18,0.311949,0.004,0.005,34.76,52.66,21.02,0.14
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-05-02,2.0,-,-,-,-,-,-,7.24,99.6,8.18,-,-,-,34.86,52.79,21.0,0.18
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-05-02,3.5,-,-,-,-,-,-,7.27,100.2,8.19,-,-,-,35.04,53.04,21.03,0.7
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-05-02,0.2,1.771278,2.6,0.15,0.005,0.143,0.002,7.06,98.9,8.18,0.240911,0.001,0.005,35.38,53.51,21.82,0.66
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-05-02,2.0,-,-,-,-,-,-,7.02,97.9,8.19,-,-,-,35.26,53.34,21.67,0.83
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-05-02,4.0,-,-,-,-,-,-,7.02,97.2,8.19,-,-,-,35.3,53.39,21.22,1.12
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-05-02,5.0,-,-,-,-,-,-,6.99,96.7,8.19,-,-,-,35.33,53.43,21.17,1.6
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-05-03,0.2,0.901706,3.4,0.23,0.01,0.218,0.002,7.22,98.5,8.13,0.05,0.004,0.005,33.41,50.84,21.02,0.77
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-05-03,2.0,-,-,-,-,-,-,7.25,98.8,8.14,-,-,-,33.65,51.15,20.86,0.72
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-05-03,4.0,-,-,-,-,-,-,7.25,98.9,8.14,-,-,-,33.62,51.11,20.88,0.83
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-05-03,0.2,1.886206,1.8,0.29,0.014,0.27399999999999997,0.002,6.97,95.3,7.89,0.05,0.003,0.045,30.82,47.3,21.93,2.12
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-05-03,2.0,-,-,-,-,-,-,7.25,99.6,7.96,-,-,-,31.41,48.12,22.07,2.3
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-05-03,4.0,-,-,-,-,-,-,7.67,106.2,8.03,-,-,-,32.04,48.98,22.31,4.63
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-05-03,0.2,4.497875,1,0.56,0.12,0.3940000000000001,0.046,7.76,106.0,7.8,0.05,0.003,0.09,27.51,42.74,23.01,3.61
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-05-03,2.0,-,-,-,-,-,-,6.58,89.1,7.72,-,-,-,28.56,44.18,22.13,10.51
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-05-03,0.2,5.513524,1.4,0.5,0.083,0.37,0.047,6.37,85.0,7.53,0.05,0.002,0.065,24.22,38.1,22.76,3.06
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-05-03,2.0,-,-,-,-,-,-,6.26,83.4,7.52,-,-,-,24.35,38.28,22.64,3.62
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-05-03,3.5,-,-,-,-,-,-,6.11,81.6,7.51,-,-,-,24.8,38.92,22.57,6.79
Hays Inlet Hornibrook Highway bridge (EHMP) SITE 900,-27.26433,153.07996,2023-08-01,0.2,1.344573,1.9,0.25,0.007,0.241,0.002,7.92,106.6,7.99,0.631949,0.007,0.014,34.79,52.69,19.8,2.55
Hays Inlet Hornibrook Highway bridge (EHMP) SITE 900,-27.26433,153.07996,2023-08-01,2.0,-,-,-,-,-,-,7.97,106.6,7.99,-,-,-,34.82,52.73,19.46,2.98
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-08-01,0.2,2.01048,2.3,0.19,0.002,0.186,0.002,7.95,106.7,8.01,0.05,0.007,0.005,34.73,52.61,19.66,0.73
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-08-01,2.0,-,-,-,-,-,-,8.17,109.0,8.03,-,-,-,34.8,52.7,19.33,0.66
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-08-01,0.2,1.139697,3.3,0.19,0.002,0.186,0.002,7.95,107.0,8.04,0.05,0.008,0.01,35.03,53.02,19.74,0.87
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-08-01,2.0,-,-,-,-,-,-,8.1,106.6,8.08,-,-,-,35.17,53.21,18.45,1.11
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-08-01,4.0,-,-,-,-,-,-,8.16,107.1,8.09,-,-,-,35.35,53.45,18.28,2.8
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-08-02,0.2,1.180257,1.6,0.28,0.005,0.273,0.002,7.41,99.4,7.98,0.05,0.007,0.005,33.66,51.16,20.03,2.57
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-08-02,2.0,-,-,-,-,-,-,7.4,99.3,7.98,-,-,-,33.59,51.07,20.03,2.52
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-08-02,4.0,-,-,-,-,-,-,7.35,98.4,7.97,-,-,-,33.55,51.0,19.99,2.44
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-08-02,0.2,1.599782,1.75,0.3,0.019,0.248,0.033,7.21,95.7,7.82,0.05,0.007,0.005,31.61,48.37,20.09,2.6
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-08-02,2.0,-,-,-,-,-,-,7.21,95.7,7.82,-,-,-,31.6,48.35,20.1,2.61
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-08-02,4.0,-,-,-,-,-,-,7.23,96.1,7.82,-,-,-,31.67,48.45,20.16,3.0
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-08-02,0.2,1.180257,1.1,0.44,0.044,0.304,0.092,7.15,93.9,7.66,0.05,0.007,0.049,28.49,44.07,20.51,3.6
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-08-02,2.0,-,-,-,-,-,-,6.69,87.6,7.65,-,-,-,29.25,45.12,20.1,6.47
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-08-02,0.2,1.428732,1.5,0.47,0.062,0.27799999999999997,0.13,5.79,74.1,7.39,0.05,0.006,0.043,23.72,37.36,20.57,3.61
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-08-02,2.0,-,-,-,-,-,-,5.71,73.0,7.36,-,-,-,23.86,37.55,20.54,4.0
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-09-11,0.2,2.507004,2.2,0.38,0.032,0.322,0.026,6.87,95.0,7.89,0.417834,0.004,0.005,33.42,50.85,21.77,1.38
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-09-11,2.0,-,-,-,-,-,-,6.98,96.8,7.92,-,-,-,33.61,51.11,21.84,2.9
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-09-11,0.2,1.980843,2,0.47,0.065,0.352,0.053,6.53,89.9,7.74,1.832279,0.006,0.015,31.81,48.66,22.03,1.15
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-09-11,2.0,-,-,-,-,-,-,6.67,91.9,7.77,-,-,-,32.08,49.03,21.99,2.84
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-09-11,4.0,-,-,-,-,-,-,7.17,98.8,7.86,-,-,-,32.52,49.63,21.85,7.73
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-09-11,0.2,1.733237,1.2,0.56,0.064,0.41700000000000004,0.079,6.29,86.3,7.6,0.05,0.052,0.077,29.12,44.98,22.67,3.43
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-09-11,2.0,-,-,-,-,-,-,5.35,73.8,7.55,-,-,-,30.28,46.57,22.66,9.83
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-09-11,3.5,-,-,-,-,-,-,5.25,72.4,7.55,-,-,-,30.33,46.64,22.6,10.2
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-09-11,0.2,3.562667,1.1,0.54,0.053,0.397,0.09,5.11,68.7,7.4,2.360267,0.047,0.071,24.93,39.11,22.99,4.13
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-09-11,2.0,-,-,-,-,-,-,4.7,63.7,7.38,-,-,-,26.05,40.69,23.0,6.65
Hays Inlet Hornibrook Highway bridge (EHMP) SITE 900,-27.26433,153.07996,2023-09-12,0.2,2.154166,1.4,0.33,0.006,0.323,0.001,7.44,101.9,8.05,0.757672,0.004,0.005,34.75,52.64,20.8,5.92
Hays Inlet Hornibrook Highway bridge (EHMP) SITE 900,-27.26433,153.07996,2023-09-12,2.0,-,-,-,-,-,-,7.55,103.9,8.06,-,-,-,34.81,52.72,21.04,5.93
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-09-12,0.2,2.578621,1.3,0.31,0.002,0.307,0.001,7.4,100.2,8.05,0.05,0.005,0.005,35.2,53.25,20.05,3.57
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-09-12,2.0,-,-,-,-,-,-,7.4,100.3,8.07,-,-,-,35.19,53.23,20.07,4.77
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-09-12,0.2,1.039942,3.1,0.3,0.008,0.291,0.001,7.41,101.5,8.24,0.05,0.003,0.005,35.34,53.43,20.59,7.69
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-09-12,2.0,-,-,-,-,-,-,7.44,101.8,8.17,-,-,-,35.35,53.44,20.56,1.82
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-09-12,4.0,-,-,-,-,-,-,7.44,101.8,8.17,-,-,-,35.35,53.44,20.55,1.86
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-10-03,0.2,3.219488,3,0.21,0.002,0.206,0.002,6.85,99.7,8.01,2.702873,0.003,0.005,35.84,54.17,23.85,1.21
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-10-03,2.0,-,-,-,-,-,-,6.87,99.3,8.01,-,-,-,35.85,54.17,23.51,0.83
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-10-03,3.0,-,-,-,-,-,-,6.86,99.2,8.01,-,-,-,35.85,54.17,23.5,0.95
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-10-03,0.2,4.064071,3,0.26,0.002,0.256,0.002,6.89,100.3,7.98,0.573014,0.004,0.005,35.77,54.07,23.91,1.34
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-10-03,2.0,-,-,-,-,-,-,6.78,98.2,7.99,-,-,-,35.79,54.09,23.59,1.21
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-10-03,3.0,-,-,-,-,-,-,6.78,98.1,8.0,-,-,-,35.8,54.1,23.57,1.16
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-10-03,0.2,7.78667,1.5,0.38,0.037,0.311,0.032,5.78,83.2,7.66,2.066462,0.005,0.013,33.14,50.53,24.2,4.27
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-10-03,2.0,-,-,-,-,-,-,5.83,83.5,7.72,-,-,-,33.92,51.56,23.59,4.76
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-10-03,4.0,-,-,-,-,-,-,5.93,85.0,7.75,-,-,-,34.2,51.94,23.55,4.34
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-10-03,0.2,3.144617,0.9,0.48,0.039,0.381,0.06,5.64,80.5,7.51,0.05,0.062,0.078,29.92,46.14,24.75,6.79
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-10-03,2.0,-,-,-,-,-,-,5.53,78.8,7.5,-,-,-,29.94,46.16,24.56,7.5
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-10-03,4.0,-,-,-,-,-,-,5.37,76.3,7.5,-,-,-,30.12,46.4,24.36,8.57
Hays Inlet Hornibrook Highway bridge (EHMP) SITE 900,-27.26433,153.07996,2023-10-11,0.2,2.312321,2.5,0.21,0.005,0.20299999999999999,0.002,6.98,99.0,8.04,0.05,0.006,0.005,35.7,53.94,22.4,0.61
Hays Inlet Hornibrook Highway bridge (EHMP) SITE 900,-27.26433,153.07996,2023-10-11,2.0,-,-,-,-,-,-,7.05,99.3,8.04,-,-,-,35.69,53.93,22.04,0.7
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-10-11,0.2,1.923798,3.3,0.22,0.002,0.216,0.002,7.32,104.1,8.07,0.769519,0.004,0.005,35.61,53.82,22.6,0.52
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-10-11,2.0,-,-,-,-,-,-,7.45,105.1,8.08,-,-,-,35.61,53.82,22.13,0.68
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-10-11,0.2,2.315954,2.7,0.24,0.002,0.236,0.002,8.43,120.1,8.16,0.05,0.004,0.005,35.24,53.33,22.85,0.82
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-10-11,2.0,-,-,-,-,-,-,8.02,112.8,8.14,-,-,-,35.45,53.6,22.01,1.01
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-10-11,4.0,-,-,-,-,-,-,7.87,110.5,8.13,-,-,-,35.49,53.65,21.92,1.65
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-10-11,5.0,-,-,-,-,-,-,7.87,110.5,8.13,-,-,-,35.49,53.65,21.91,3.9
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-11-08,0.2,1.35724,1.8,0.33,0.002,0.326,0.002,6.97,99.6,8.02,0.283787,0.004,0.044,34.87,52.84,23.13,3.14
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-11-08,2.0,-,-,-,-,-,-,6.97,99.4,8.02,-,-,-,34.89,52.87,23.08,3.26
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-11-08,4.0,-,-,-,-,-,-,6.92,98.8,8.02,-,-,-,34.9,52.88,23.04,3.29
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-11-08,0.2,2.155279,2.6,0.43,0.017,0.391,0.022,6.47,93.0,7.77,0.394512,0.044,0.053,33.5,51.0,23.95,2.2
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-11-08,2.0,-,-,-,-,-,-,6.46,92.9,7.78,-,-,-,33.47,50.96,23.94,2.31
North Pine River 2.4km from mouth EHMP MP E00801,-27.27938,153.04031,2023-11-08,4.0,-,-,-,-,-,-,6.45,92.6,7.79,-,-,-,33.47,50.96,23.93,2.3
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-11-08,0.2,3.277117,1.2,0.57,0.032,0.479,0.059,5.88,84.9,7.59,1.065063,0.06,0.087,29.63,45.75,25.43,3.94
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-11-08,2.0,-,-,-,-,-,-,5.31,76.5,7.58,-,-,-,30.27,46.63,25.13,4.78
North Pine River 7.2km from mouth EHMP MP E00803,-27.28638,153.01488,2023-11-08,4.0,-,-,-,-,-,-,5.16,73.5,7.58,-,-,-,31.63,48.46,24.02,6.23
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-11-08,0.2,1.638559,1.8,0.57,0.09,0.39999999999999997,0.08,4.38,62.0,7.44,0.05,0.066,0.071,25.84,40.46,25.55,3.1
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-11-08,2.0,-,-,-,-,-,-,4.08,58.0,7.37,-,-,-,27.45,42.72,25.23,4.89
North Pine River 10.5km from mouth EHMP MP E00804,-27.26885,152.99186,2023-11-08,4.0,-,-,-,-,-,-,3.96,56.8,7.39,-,-,-,29.83,46.02,24.93,6.1
Hays Inlet Hornibrook Highway bridge (EHMP) SITE 900,-27.26433,153.07996,2023-11-08,0.2,2.546234,1.6,0.32,0.002,0.316,0.002,7.35,105.7,8.07,0.05,0.001,0.005,35.45,53.62,23.31,2.54
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-11-08,0.2,4.301216,1.7,0.31,0.002,0.306,0.002,7.31,104.7,8.1,1.003617,0.008,0.005,35.78,54.06,22.93,1.77
Moreton Bay grid reference 080820  (EHMP) site 916,-27.27839,153.08771,2023-11-08,1.5,-,-,-,-,-,-,7.36,105.3,8.1,-,-,-,35.76,54.04,22.87,1.92
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-11-08,0.2,1.126509,0.8,0.21,0.002,0.206,0.002,6.98,100.5,8.11,0.05,0.005,0.005,36.25,54.69,23.12,4.8
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-11-08,2.0,-,-,-,-,-,-,6.97,100.0,8.12,-,-,-,36.26,54.7,22.89,4.23
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-11-08,4.0,-,-,-,-,-,-,6.82,97.0,8.11,-,-,-,36.25,54.68,22.42,5.83
Moreton Bay grid reference 100790 (105795) (107900) (EHMP) site 919,-27.30672,153.10604,2023-11-08,5.0,-,-,-,-,-,-,6.72,95.5,8.11,-,-,-,36.26,54.7,22.41,6.03
"North Pine River -0.3km from mouth, grid reference 062823 EHMP MP E00800 ",-27.27751,153.06323,2023-12-07,0.2,2.796988,1.75,0.19,0.005,0.183,0.002,6.4,100.2,7.95,2.736184,0.007,0.027,31.81,48.91,29.62,2.19
